180,20.0,5.0,8.5,1.0,8.0,7.6
360,20.0,5.0,8.5,1.0,8.0,7.6
540,20.0,5.0,8.5,1.0,8.0,7.6
720,20.0,5.0,8.5,1.0,8.0,7.6
900,20.0,5.0,8.5,1.0,8.0,7.6
1080,20.0,5.0,8.5,1.0,8.0,7.6
1260,20.0,5.0,8.5,1.0,8.0,7.6
1440,20.0,5.0,8.5,1.0,8.0,7.6
1620,20.0,5.0,8.5,1.0,8.0,7.6
1800,20.0,5.0,8.5,1.0,8.0,7.6
1980,20.0,5.0,8.5,1.0,8.0,7.6
2160,20.0,5.0,8.5,1.0,8.0,7.6
2340,20.0,5.0,8.5,1.0,8.0,7.6
2520,20.0,5.0,8.5,1.0,8.0,7.6
2700,20.0,5.0,8.5,1.0,8.0,7.6
2880,20.0,5.0,8.5,1.0,8.0,7.6
3060,20.0,5.0,8.5,1.0,8.0,7.6
3240,20.0,5.0,8.5,1.0,8.0,7.6
3420,20.0,5.0,8.5,1.0,8.0,7.6
3600,20.0,5.0,8.5,1.0,8.0,7.6
3780,20.0,5.0,8.5,1.0,8.0,7.6
3960,20.0,5.0,8.5,1.0,8.0,7.6
4140,20.0,5.0,8.5,1.0,8.0,7.6
4320,20.0,5.0,8.5,1.0,8.0,7.6
4500,20.0,5.0,8.5,1.0,8.0,7.6
4680,20.0,5.0,8.5,1.0,8.0,7.6
4860,20.0,5.0,8.5,1.0,8.0,7.6
5040,20.0,5.0,8.5,1.0,8.0,7.6
5220,20.0,5.0,8.5,1.0,8.0,7.6
5400,20.0,5.0,8.5,1.0,8.0,7.6
5580,20.0,5.0,8.5,1.0,8.0,7.6
5760,20.0,5.0,8.5,1.0,8.0,7.6
5940,20.0,5.0,8.5,1.0,8.0,7.6
6120,20.0,5.0,8.5,1.0,8.0,7.6
6300,20.0,5.0,8.5,1.0,8.0,7.6
6480,20.0,5.0,8.5,1.0,8.0,7.6
6660,20.0,5.0,8.5,1.0,8.0,7.6
6840,20.0,5.0,8.5,1.0,8.0,7.6
7020,20.0,5.0,8.5,1.0,8.0,7.6
7200,20.0,5.0,8.5,1.0,8.0,7.6
7380,20.0,5.0,8.5,1.0,8.0,7.6
7560,20.0,5.0,8.5,1.0,8.0,7.6
7740,20.0,5.0,8.5,1.0,8.0,7.6
7920,20.0,5.0,8.5,1.0,8.0,7.6
8100,20.0,5.0,8.5,1.0,8.0,7.6
8280,20.0,5.0,8.5,1.0,8.0,7.6
8460,20.0,5.0,8.5,1.0,8.0,7.6
8640,20.0,5.0,8.5,1.0,8.0,7.6
8820,20.0,5.0,8.5,1.0,8.0,7.6
9000,20.0,5.0,8.5,1.0,8.0,7.6
9180,20.0,5.0,8.5,1.0,8.0,7.6
9360,20.0,5.0,8.5,1.0,8.0,7.6
9540,20.0,5.0,8.5,1.0,8.0,7.6
9720,20.0,5.0,8.5,1.0,8.0,7.6
9900,20.0,5.0,8.5,1.0,8.0,7.6
10080,20.0,5.0,8.5,1.0,8.0,7.6
10260,20.0,5.0,8.5,1.0,8.0,7.6
10440,20.0,5.0,8.5,1.0,8.0,7.6
10620,20.0,5.0,8.5,1.0,8.0,7.6
10800,20.0,5.0,8.5,1.0,8.0,7.6
10980,20.0,5.0,8.5,1.0,8.0,7.6
11160,20.0,5.0,8.5,1.0,8.0,7.6
11340,20.0,5.0,8.5,1.0,8.0,7.6
11520,20.0,5.0,8.5,1.0,8.0,7.6
11700,20.0,5.0,8.5,1.0,8.0,7.6
11880,20.0,5.0,8.5,1.0,8.0,7.6
12060,20.0,5.0,8.5,1.0,8.0,7.6
12240,20.0,5.0,8.5,1.0,8.0,7.6
12420,20.0,5.0,8.5,1.0,8.0,7.6
12600,20.0,5.0,8.5,1.0,8.0,7.6
12780,20.0,5.0,8.5,1.0,8.0,7.6
12960,20.0,5.0,8.5,1.0,8.0,7.6
13140,20.0,5.0,8.5,1.0,8.0,7.6
13320,20.0,5.0,8.5,1.0,8.0,7.6
13500,20.0,5.0,8.5,1.0,8.0,7.6
13680,20.0,5.0,8.5,1.0,8.0,7.6
13860,20.0,5.0,8.5,1.0,8.0,7.6
14040,20.0,5.0,8.5,1.0,8.0,7.6
14220,20.0,5.0,8.5,1.0,8.0,7.6
14400,20.0,5.0,8.5,1.0,8.0,7.6
14580,20.0,5.0,8.5,1.0,8.0,7.6
14760,20.0,5.0,8.5,1.0,8.0,7.6
14940,20.0,5.0,8.5,1.0,8.0,7.6
15120,20.0,5.0,8.5,1.0,8.0,7.6
15300,20.0,5.0,8.5,1.0,8.0,7.6
15480,20.0,5.0,8.5,1.0,8.0,7.6
15660,20.0,5.0,8.5,1.0,8.0,7.6
15840,20.0,5.0,8.5,1.0,8.0,7.6
16020,20.0,5.0,8.5,1.0,8.0,7.6
16200,20.0,5.0,8.5,1.0,8.0,7.6
16380,20.0,5.0,8.5,1.0,8.0,7.6
16560,20.0,5.0,8.5,1.0,8.0,7.6
16740,20.0,5.0,8.5,1.0,8.0,7.6
16920,20.0,5.0,8.5,1.0,8.0,7.6
17000,20.0,5.0,8.5,1.0,8.0,7.6
17280,20.0,5.0,8.5,1.0,8.0,7.6
17460,20.0,5.0,8.5,1.0,8.0,7.6
17640,20.0,5.0,8.5,1.0,8.0,7.6
17820,20.0,5.0,8.5,1.0,8.0,7.6
18000,20.0,5.0,8.5,1.0,8.0,7.6
18180,20.0,5.0,8.5,1.0,8.0,7.6
18360,20.0,5.0,8.5,1.0,8.0,7.6
18540,20.0,5.0,8.5,1.0,8.0,7.6
18720,20.0,5.0,8.5,1.0,8.0,7.6
18900,20.0,5.0,8.5,1.0,8.0,7.6
19080,20.0,5.0,8.5,1.0,8.0,7.6
19260,20.0,5.0,8.5,1.0,8.0,7.6
19440,20.0,5.0,8.5,1.0,8.0,7.6
19620,20.0,5.0,8.5,1.0,8.0,7.6
19800,20.0,5.0,8.5,1.0,8.0,7.6
20160,20.0,5.0,8.5,1.0,8.0,7.6
20340,20.0,5.0,8.5,1.0,8.0,7.6
20520,20.0,5.0,8.5,1.0,8.0,7.6
20700,20.0,5.0,8.5,1.0,8.0,7.6
20880,20.0,5.0,8.5,1.0,8.0,7.6
21060,20.0,5.0,8.5,1.0,8.0,7.6
21240,20.0,5.0,8.5,1.0,8.0,7.6
21420,20.0,5.0,8.5,1.0,8.0,7.6
21600,20.0,5.0,8.5,1.0,8.0,7.6
21780,20.0,5.0,8.5,1.0,8.0,7.6
21960,20.0,5.0,8.5,1.0,8.0,7.6
22140,20.0,5.0,8.5,1.0,8.0,7.6
22320,20.0,5.0,8.5,1.0,8.0,7.6
22500,20.0,5.0,8.5,1.0,8.0,7.6
22680,20.0,5.0,8.5,1.0,8.0,7.6
22860,20.0,5.0,8.5,1.0,8.0,7.6
23040,20.0,5.0,8.5,1.0,8.0,7.6
23220,20.0,5.0,8.5,1.0,8.0,7.6
23400,20.0,5.0,8.5,1.0,8.0,7.6
23580,20.0,5.0,8.5,1.0,8.0,7.6
23760,20.0,5.0,8.5,1.0,8.0,7.6
23940,20.0,5.0,8.5,1.0,8.0,7.6
24120,20.0,5.0,8.5,1.0,8.0,7.6
24300,20.0,5.0,8.5,1.0,8.0,7.6
24480,20.0,5.0,8.5,1.0,8.0,7.6
24660,20.0,5.0,8.5,1.0,8.0,7.6
24840,20.0,5.0,8.5,1.0,8.0,7.6
25020,20.0,5.0,8.5,1.0,8.0,7.6
25200,20.0,5.0,8.5,1.0,8.0,7.6
25380,20.0,5.0,8.5,1.0,8.0,7.6
25560,20.0,5.0,8.5,1.0,8.0,7.6
25740,20.0,5.0,8.5,1.0,8.0,7.6
25920,20.0,5.0,8.5,1.0,8.0,7.6
26100,20.0,5.0,8.5,1.0,8.0,7.6
26280,20.0,5.0,8.5,1.0,8.0,7.6
26460,20.0,5.0,8.5,1.0,8.0,7.6
26640,20.0,5.0,8.5,1.0,8.0,7.6
26820,20.0,5.0,8.5,1.0,8.0,7.6
27000,20.0,5.0,8.5,1.0,8.0,7.6
27180,20.0,5.0,8.5,1.0,8.0,7.6
27360,20.0,5.0,8.5,1.0,8.0,7.6
27540,20.0,5.0,8.5,1.0,8.0,7.6
27720,20.0,5.0,8.5,1.0,8.0,7.6
27900,20.0,5.0,8.5,1.0,8.0,7.6
28080,20.0,5.0,8.5,1.0,8.0,7.6
28260,20.0,5.0,8.5,1.0,8.0,7.6
28440,20.0,5.0,8.5,1.0,8.0,7.6
28620,20.0,5.0,8.5,1.0,8.0,7.6
28800,20.0,5.0,8.5,1.0,8.0,7.6
28980,20.0,5.0,8.5,1.0,8.0,7.6
29160,20.0,5.0,8.5,1.0,8.0,7.6
29340,20.0,5.0,8.5,1.0,8.0,7.6
29520,20.0,5.0,8.5,1.0,8.0,7.6
29700,20.0,5.0,8.5,1.0,8.0,7.6
29880,20.0,5.0,8.5,1.0,8.0,7.6
30060,20.0,5.0,8.5,1.0,8.0,7.6
30240,20.0,5.0,8.5,1.0,8.0,7.6
30420,20.0,5.0,8.5,1.0,8.0,7.6
30600,20.0,5.0,8.5,1.0,8.0,7.6
30780,20.0,5.0,8.5,1.0,8.0,7.6
30960,20.0,5.0,8.5,1.0,8.0,7.6
31140,20.0,5.0,8.5,1.0,8.0,7.6
31320,20.0,5.0,8.5,1.0,8.0,7.6
31500,20.0,5.0,8.5,1.0,8.0,7.6
31680,20.0,5.0,8.5,1.0,8.0,7.6
31860,20.0,5.0,8.5,1.0,8.0,7.6
32040,20.0,5.0,8.5,1.0,8.0,7.6
32220,20.0,5.0,8.5,1.0,8.0,7.6
32400,20.0,5.0,8.5,1.0,8.0,7.6
32580,20.0,5.0,8.5,1.0,8.0,7.6
32760,20.0,5.0,8.5,1.0,8.0,7.6
32940,20.0,5.0,8.5,1.0,8.0,7.6
33120,20.0,5.0,8.5,1.0,8.0,7.6
33300,20.0,5.0,8.5,1.0,8.0,7.6
33480,20.0,5.0,8.5,1.0,8.0,7.6
33660,20.0,5.0,8.5,1.0,8.0,7.6
